,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
408,NYTimes,Tue Mar 27 10:30:04 +0000 2018,"The 2020 census will ask respondents whether they are U.S. citizens, the Commerce Department announced, agreeing to… https://t.co/zz1aqLKqAT",0.34,0.124,0.876,0.0,9
409,NYTimes,Tue Mar 27 10:16:05 +0000 2018,A video that appeared to show the arrival in Beijing of an old-style green train fueled speculation that a high-lev… https://t.co/nB2RJVVDYe,0.0,0.0,1.0,0.0,10
410,NYTimes,Tue Mar 27 10:00:18 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/C4v9hpi3Ye https://t.co/QLK2dlg5qA,0.0,0.0,1.0,0.0,11
411,NYTimes,Tue Mar 27 09:55:11 +0000 2018,"Others have come at President Trump with indignation, righteousness and appeals to decency. Stormy Daniels swatted… https://t.co/iq3gZcZzNd",-0.5267,0.0,0.825,0.175,12
412,NYTimes,Tue Mar 27 09:30:02 +0000 2018,"""She called me at 4:11 p.m. the last time and told me that everything was in flames, and that the doors were blocke… https://t.co/T2XmtaoKxp",0.0,0.0,1.0,0.0,13
413,NYTimes,Tue Mar 27 09:16:02 +0000 2018,"A woman who survived the Holocaust was murdered in Paris, in what the authorities are calling a hate crime https://t.co/PCfeDQFPrz",-0.8519,0.114,0.484,0.401,14
414,NYTimes,Tue Mar 27 08:59:03 +0000 2018,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/5VpaR8vviN",-0.4767,0.0,0.866,0.134,15
415,NYTimes,Tue Mar 27 08:46:08 +0000 2018,"China's first space station, Tiangong-1, abandoned and out of control, is expected to drop out of orbit around this… https://t.co/IURCPOQDHv",-0.6249,0.0,0.779,0.221,16
416,NYTimes,Tue Mar 27 08:30:11 +0000 2018,"RT @nytimesworld: To Europeans, the brazen poisoning of a former Russian spy and his daughter in Salisbury, England, crossed a line. That h…",-0.5859,0.0,0.84,0.16,17
417,NYTimes,Tue Mar 27 08:14:03 +0000 2018,"The main Brexit campaign in the referendum on Britain’s EU membership funneled more than $900,000 to a puppet organ… https://t.co/9Vzlfx7fHr",0.0258,0.058,0.942,0.0,18
418,NYTimes,Tue Mar 27 08:02:01 +0000 2018,President Trump has stayed in touch with Rob Porter and has told some advisers he hopes Porter returns to work in t… https://t.co/AM9RjUNwtB,-0.2023,0.102,0.766,0.131,19
419,NYTimes,Tue Mar 27 07:47:05 +0000 2018,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/1kMpdRcvCs,0.4939,0.186,0.814,0.0,20
420,NYTimes,Tue Mar 27 07:32:02 +0000 2018,"“The world’s patience is rather wearing thin with President Putin and his actions,” said the British defense secret… https://t.co/mfKxquWuau",0.128,0.077,0.923,0.0,21
421,NYTimes,Tue Mar 27 07:18:01 +0000 2018,"RT @meslackman: All roads may lead to Rome, but when you get here the mean streets and wrecked pavements will puncture your tires, break yo…",0.0,0.0,1.0,0.0,22
422,NYTimes,Tue Mar 27 07:11:35 +0000 2018,The Ethicist: Must I Tell My Boss I’m Absent Because of Mental Illness? https://t.co/OmG8vR4vhG,-0.4019,0.0,0.816,0.184,23
423,NYTimes,Tue Mar 27 07:02:03 +0000 2018,The Getty Conservation Institute helps solve the mystery of brown spots in King Tut’s burial chamber once and for a… https://t.co/z1b0IMpWFl,0.5267,0.188,0.812,0.0,24
424,NYTimes,Tue Mar 27 06:32:02 +0000 2018,RT @JanePerlez: Our story on five North Korean defectors who went missing. They pledged to take poison if caught. Did they? Or are they ins…,-0.7906,0.0,0.733,0.267,25
425,NYTimes,Tue Mar 27 06:02:05 +0000 2018,"RT @nytopinion: If Bolton and Trump rip up the Iran deal, they will be giving the U.S. what it needs least: international isolation. https:…",-0.0772,0.089,0.812,0.1,26
426,NYTimes,Tue Mar 27 05:41:02 +0000 2018,"It's pretty clear how birds, even dinosaurs, got their wings. But how insects got theirs has been a mystery -- unti… https://t.co/AFhD1V40xi",0.7003,0.234,0.766,0.0,27
427,NYTimes,Tue Mar 27 05:21:03 +0000 2018,Villanova's team chaplain wants no part of a rivalry with Sister Jean. “As someone who is a product of 16 years of… https://t.co/Q3LX3bNNVk,-0.296,0.0,0.901,0.099,28
428,NYTimes,Tue Mar 27 05:02:02 +0000 2018,"RT @NYTHealth: Dr. John Cacioppo, who bridged biology and psychology in exploring the health effects of loneliness, is dead at 66 https://t…",-0.7964,0.0,0.738,0.262,29
429,NYTimes,Tue Mar 27 04:41:07 +0000 2018,"The mass expulsion of Russian personnel stationed in the U.S. was the largest ever, eclipsing even the darkest days… https://t.co/XGBpNxeOv1",-0.4939,0.0,0.856,0.144,30
430,NYTimes,Tue Mar 27 04:21:02 +0000 2018,"Chris Evans makes his Broadway debut in the astutely acted revival of Kenneth Lonergan’s play, ""Lobby Hero"" https://t.co/LIgBAWJ6B1",0.7269,0.321,0.679,0.0,31
431,NYTimes,Tue Mar 27 04:09:38 +0000 2018,"Despite Concerns, Census Will Ask Respondents if They Are U.S. Citizens https://t.co/DvsNaOwgfr",0.0,0.0,1.0,0.0,32
432,NYTimes,Tue Mar 27 04:02:01 +0000 2018,A new EPA policy proposal championed by Scott Pruitt would severely restrict the scientific research the agency can… https://t.co/gSQiVxJlT2,-0.5267,0.096,0.658,0.246,33
433,NYTimes,Tue Mar 27 03:47:05 +0000 2018,New Orleans Saints cheerleaders have to leave a restaurant if a player comes in. A cheerleader is challenging such… https://t.co/R7WrFuUp0z,0.5423,0.286,0.653,0.06,34
434,NYTimes,Tue Mar 27 03:32:04 +0000 2018,"Uber was ordered to suspend testing of its autonomous vehicles on Arizona roads, 8 days after one of its cars struc… https://t.co/MsnkgMhRco",-0.3182,0.0,0.897,0.103,35
435,NYTimes,Tue Mar 27 03:17:03 +0000 2018,"RT @NYTMetro: Federal authorities charged Keith Raniere, the head of the Albany-area group Nxivm, with forcing women to engage in sex. http…",0.1531,0.099,0.826,0.074,36
436,NYTimes,Tue Mar 27 03:02:05 +0000 2018,The “60 Minutes” interview of Stormy Daniels garnered the highest ratings for the program in almost a decade https://t.co/vZoIYm3ugi,0.0,0.0,1.0,0.0,37
437,NYTimes,Tue Mar 27 02:47:05 +0000 2018,"Medical societies and leading neurologists strongly endorse a treatment for stroke, but some ER physicians believe… https://t.co/v9BzB78wi1",0.296,0.186,0.814,0.0,38
438,NYTimes,Tue Mar 27 02:32:02 +0000 2018,The Stormy Daniels saga and White House turmoil: Some Republicans fear that the midterm elections will be swayed by… https://t.co/VV8P6AYboK,-0.6908,0.0,0.759,0.241,39
439,NYTimes,Tue Mar 27 02:17:02 +0000 2018,RT @NYTScience: There's an 8.5-ton space station that will crash on Earth somewhere in the next week. Don't worry. https://t.co/x5r8BsFXpz,-0.0757,0.104,0.779,0.117,40
440,NYTimes,Tue Mar 27 02:02:03 +0000 2018,"Can Defense Secretary Jim Mattis hold the line in President Trump’s ""war cabinet""? https://t.co/28JV7ODldJ https://t.co/5QMTVB2715",-0.5267,0.082,0.707,0.212,41
441,NYTimes,Tue Mar 27 01:47:02 +0000 2018,"Tess will spend the next 2 years, at least, scanning the sky for alien worlds https://t.co/uqiiZ7TKcT",0.0,0.0,1.0,0.0,42
442,NYTimes,Tue Mar 27 01:31:03 +0000 2018,We have resolved an issue that caused some links to return a page not found on mobile devices. We apologize for the inconvenience.,-0.1027,0.126,0.772,0.102,43
443,NYTimes,Tue Mar 27 01:21:03 +0000 2018,RT @nytopinion: E.P.A Administrator Scott Pruitt wants to prohibit his agency from using certain peer-reviewed scientific studies in order…,0.2732,0.104,0.896,0.0,44
444,NYTimes,Tue Mar 27 01:02:07 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/PGHd4PlLBN,0.0,0.0,1.0,0.0,45
445,NYTimes,Tue Mar 27 00:47:04 +0000 2018,President Trump has stayed in touch with Rob Porter and has told some advisers he hopes Porter returns to work in t… https://t.co/1be8txo0YB,-0.2023,0.102,0.766,0.131,46
446,NYTimes,Tue Mar 27 00:32:03 +0000 2018,"Investigators believe a man in Arizona was distributing performance-enhancing drugs on a massive, global scale, yet… https://t.co/oEHmWEZaWQ",0.0,0.0,1.0,0.0,47
447,NYTimes,Tue Mar 27 00:17:05 +0000 2018,The Getty Conservation Institute helps solve the mystery of brown spots in King Tut’s burial chamber once and for a… https://t.co/HstzedLBAa,0.5267,0.188,0.812,0.0,48
448,NYTimes,Tue Mar 27 00:02:02 +0000 2018,RT @maggieNYT: NEWS: Trump Talks of Bringing Back Rob Porter  https://t.co/1BleAd2VZN,-0.5574,0.0,0.735,0.265,49
449,NYTimes,Mon Mar 26 23:47:06 +0000 2018,"Villanova has a beloved team chaplain, too https://t.co/cMje3sdrCj",0.5106,0.355,0.645,0.0,50
450,NYTimes,Mon Mar 26 23:32:04 +0000 2018,"RT @nytimesworld: She escaped a 1942 roundup of Jews in Paris, and died in a 2018 hate crime https://t.co/bwlI9EawZ1",-0.8957,0.0,0.565,0.435,51
451,NYTimes,Mon Mar 26 23:17:04 +0000 2018,Linda Brown has died. The Kansas schoolgirl came to symbolize the transformative Brown v. Board of Education desegr… https://t.co/a0bJJfESbP,-0.5574,0.0,0.833,0.167,52
452,NYTimes,Mon Mar 26 23:02:04 +0000 2018,Planning a trip to Memphis? Here's what you should bring. https://t.co/mXqFo0yzG6,0.0,0.0,1.0,0.0,53
453,NYTimes,Mon Mar 26 22:45:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/FmmZKTkugK,0.0,0.0,1.0,0.0,54
454,NYTimes,Mon Mar 26 22:32:03 +0000 2018,"“This is a deplorable way to treat a veteran who risked his life in combat for our nation,” Senator Tammy Duckworth… https://t.co/GNFXVeadzt",-0.1531,0.113,0.708,0.179,55
455,NYTimes,Mon Mar 26 22:17:03 +0000 2018,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/bdRjmcrJEl,0.4939,0.186,0.814,0.0,56
456,NYTimes,Mon Mar 26 21:47:02 +0000 2018,"RT @jeligon: .@es_snipes fought vigorously for black lives. What did the movement do to support her? Not enough, friends say. https://t.co/…",0.6124,0.274,0.639,0.086,57
457,NYTimes,Mon Mar 26 21:32:07 +0000 2018,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/OtWwllbDnF,0.5859,0.211,0.789,0.0,58
458,NYTimes,Mon Mar 26 21:17:06 +0000 2018,One NYT reader's reaction to President Trump expelling 60 Russians and closing a consulate in response to the poiso… https://t.co/LQXzs3DbW7,-0.3818,0.0,0.874,0.126,59
459,NYTimes,Mon Mar 26 21:00:13 +0000 2018,"RT @poniewozik: The new Roseanne has its limits, but it's a revival with more reason for existing than ""Eh, why not?"" https://t.co/jKTC30dG…",0.0,0.0,1.0,0.0,60
460,NYTimes,Mon Mar 26 20:50:05 +0000 2018,"RT @NYTScience: Sometime in the next week, a 9.4-ton Chinese space station is expected to come hurtling back to earth. But you probably hav…",-0.34,0.0,0.902,0.098,61
461,NYTimes,Mon Mar 26 20:41:03 +0000 2018,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/Y33509wC43,-0.8225,0.0,0.636,0.364,62
462,NYTimes,Mon Mar 26 20:30:05 +0000 2018,The lawyer for the Pulse gunman’s widow wants the case against her thrown out after it was revealed that the gunman… https://t.co/ddOF0vInOO,0.0,0.0,1.0,0.0,63
463,NYTimes,Mon Mar 26 20:20:05 +0000 2018,"The “60 Minutes” interview of Stormy Daniels drew 22 million viewers, more than this year’s Grammys (19.8 million)… https://t.co/eaq4o6bsAY",0.0,0.0,1.0,0.0,64
464,NYTimes,Mon Mar 26 20:10:03 +0000 2018,"Review: ""Angels in America,"" starring Andrew Garfield and Nathan Lane, is ""flat-out fabulous"" https://t.co/QNh39X6QwQ",0.5267,0.207,0.793,0.0,65
465,NYTimes,Mon Mar 26 19:50:01 +0000 2018,"RT @nytimesarts: The diverse and strongly-reviewed ""One Day at a Time"" has been renewed for a third season on Netflix https://t.co/A9Rjr0qd…",0.0,0.0,1.0,0.0,66
466,NYTimes,Mon Mar 26 19:40:04 +0000 2018,New Orleans Saints cheerleaders have to leave a restaurant if a player comes in. A cheerleader is challenging such… https://t.co/PUJaP3jtoZ,0.5423,0.286,0.653,0.06,67
467,NYTimes,Mon Mar 26 19:30:05 +0000 2018,RT @poniewozik: Stormy Daniels spanked Donald Trump with a network newsmagazine. https://t.co/prQASw7buB,0.0,0.0,1.0,0.0,68
468,NYTimes,Mon Mar 26 19:20:01 +0000 2018,The Democratic primary for governor may be less than a week old but the battle between Gov. Cuomo and Cynthia Nixon… https://t.co/7JGUwM3CeI,-0.5267,0.0,0.855,0.145,69
469,NYTimes,Mon Mar 26 19:10:03 +0000 2018,Some of the children trapped by the fire sent farewell messages through their social media accounts. Many were repo… https://t.co/yzbFWU01nz,-0.7003,0.0,0.756,0.244,70
470,NYTimes,Mon Mar 26 19:03:10 +0000 2018,RT @bydanielvictor: Here's what the Saints require cheerleaders to do to “protect” themselves from players  https://t.co/61MXS7G0kS https:/…,0.296,0.121,0.879,0.0,71
471,NYTimes,Mon Mar 26 19:00:09 +0000 2018,Is Kim Jong-un visiting China? A video that appears to show an old-style green train arriving in Beijing is fueling… https://t.co/tUiZEF9TtH,0.0,0.0,1.0,0.0,72
472,NYTimes,Mon Mar 26 18:44:40 +0000 2018,"Facebook’s privacy practices are being investigated by the Federal Trade Commission, the government agency confirmed https://t.co/EOcXizO8l4",0.0,0.0,1.0,0.0,73
473,NYTimes,Mon Mar 26 18:30:06 +0000 2018,"RT @nytopinion: A bill in Ohio would ban all abortions, full stop. It's part of a larger strategy to make abortions impossible to obtain fo…",-0.7003,0.0,0.784,0.216,74
474,NYTimes,Mon Mar 26 18:20:04 +0000 2018,How to care for your skin — while you sleep https://t.co/uoXLBtptOT,0.4939,0.262,0.738,0.0,75
475,NYTimes,Mon Mar 26 18:10:07 +0000 2018,"RT @TimHerrera: Hearing — and giving — criticism is super hard! Here's why that is, and some ideas to make it go down easier  https://t.co/…",0.7263,0.296,0.568,0.136,76
476,NYTimes,Mon Mar 26 18:00:19 +0000 2018,"You know Sister Jean. Meet Father Rob.
https://t.co/B7m8sZnhju https://t.co/eG4Yo2LcQS",-0.5574,0.0,0.69,0.31,77
477,NYTimes,Mon Mar 26 17:50:07 +0000 2018,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/31KHgrUsMn",-0.4767,0.0,0.866,0.134,78
478,NYTimes,Mon Mar 26 17:40:05 +0000 2018,"RT @jeligon: Erica Garner. MarShawn McCarrel. Darren Seals. Muhiyidin Moye. Edward Crawford. Black Lives Matter activists have died young,…",-0.5423,0.051,0.783,0.166,79
479,NYTimes,Mon Mar 26 17:30:03 +0000 2018,What we know (and don’t know) about how to lose weight https://t.co/t1b13HuoVg,-0.4019,0.0,0.803,0.197,80
480,NYTimes,Mon Mar 26 17:20:10 +0000 2018,"14 European nations joined the U.S. and Canada in expelling scores of Russian diplomats. They include Germany, Fran… https://t.co/GF3XQdxSO6",-0.3818,0.0,0.874,0.126,81
481,NYTimes,Mon Mar 26 17:10:13 +0000 2018,"Louis Vuitton’s new artistic director for men’s wear is Virgil Abloh, a creative director for Kanye West who will b… https://t.co/MrunGSyo65",0.4404,0.132,0.868,0.0,82
482,NYTimes,Mon Mar 26 17:00:05 +0000 2018,"RT @EnnisNYT: “If a Saints cheerleader enters a restaurant and a player is already there, she must leave. If a cheerleader is in a restaura…",0.3818,0.173,0.773,0.055,83
483,NYTimes,Mon Mar 26 16:50:10 +0000 2018,"Meet Tess, seeker of alien worlds https://t.co/oHJWlGO1Rl https://t.co/8mxz1duFIt",0.0,0.0,1.0,0.0,84
484,NYTimes,Mon Mar 26 16:40:08 +0000 2018,"Others have come at President Trump with indignation, righteousness and appeals to decency. Stormy Daniels swatted… https://t.co/CfNLtGFM7E",-0.5267,0.0,0.825,0.175,85
485,NYTimes,Mon Mar 26 16:30:11 +0000 2018,"RT @nytgraphics: In the upcoming midterm elections, the math favors the Democrats: 41 competitive House seats are held by Republicans, 7 by…",0.4019,0.163,0.837,0.0,86
486,NYTimes,Mon Mar 26 16:20:08 +0000 2018,"A grocery war is raging across the United States. At stake is not only the price of toothpaste and bananas, but the… https://t.co/QgbM6XsJsS",-0.4118,0.074,0.744,0.182,87
487,NYTimes,Mon Mar 26 16:10:07 +0000 2018,"Stormy Daniels told ""60 Minutes"" that in 2011 a man threatened her if she spoke of her affair with Donald Trump. He… https://t.co/bRwDEto0DI",-0.4588,0.0,0.875,0.125,88
488,NYTimes,Mon Mar 26 16:00:20 +0000 2018,"RT @kimseverson: Marijuana is coming to a tiny, dying Southern town and @RichardFausset writes about it brilliantly. (You'll learn a lot ab…",0.6124,0.174,0.826,0.0,89
489,NYTimes,Mon Mar 26 15:50:09 +0000 2018,"Remington, one of the oldest firearm manufacturers in the United States, has filed for bankruptcy amid mounting deb… https://t.co/ISZZI0Dy5c",0.4215,0.135,0.865,0.0,90
490,NYTimes,Mon Mar 26 15:40:04 +0000 2018,The Trump administration appears to be using steel and aluminum tariffs as a bargaining chip in trade negotiations.… https://t.co/uzd6BHtlAY,0.0,0.0,1.0,0.0,91
491,NYTimes,Mon Mar 26 15:30:11 +0000 2018,Jim Mattis was dismissed as a warmonger during the Obama presidency. Now the defense secretary may be the only reli… https://t.co/E3PzoTetXn,-0.5267,0.064,0.769,0.167,92
492,NYTimes,Mon Mar 26 15:20:04 +0000 2018,"RT @lauriegnyt: In the Philippines, divorce is illegal. The result? Many don’t marry at all. Mistresses are common. Women can’t remarry eve…",-0.5574,0.0,0.854,0.146,93
493,NYTimes,Mon Mar 26 15:10:09 +0000 2018,"At least 64 people, many of them children, died when a fire burned through a shopping mall in the Siberian city of… https://t.co/qk5RExZOCt",-0.7184,0.0,0.76,0.24,94
494,NYTimes,Mon Mar 26 15:00:32 +0000 2018,"In Opinion

Op-Ed contributor @krista_r_burton writes: ""Why do people perform their relationships online? Who is it… https://t.co/Zk3OFBGJVd",0.0,0.0,1.0,0.0,95
495,NYTimes,Mon Mar 26 14:44:01 +0000 2018,"Making the dogs of ""Isle of Dogs"" https://t.co/AFMZN3lboV",0.0,0.0,1.0,0.0,96
496,NYTimes,Mon Mar 26 14:30:08 +0000 2018,"The U.S. military carried out its first ever drone strike against Qaeda militants in southern Libya this weekend, s… https://t.co/v4vXQHVWiv",-0.128,0.0,0.927,0.073,97
497,NYTimes,Mon Mar 26 14:16:04 +0000 2018,"In Opinion

Op-Ed contributor @KadriLiik writes: ""Patriotic hackers"" or ""patriotic trolls"" can act independently, b… https://t.co/PAkoNOwnhQ",0.0,0.0,1.0,0.0,98
498,NYTimes,Mon Mar 26 14:00:17 +0000 2018,"Photos from the ""March for Our Lives"" protests around the world https://t.co/F3RzR8XKv5",-0.2263,0.0,0.853,0.147,99
499,NYTimes,Mon Mar 26 13:45:09 +0000 2018,"Along with the long hours, constant confrontation and frequent heartbreak they experience, activists work for littl… https://t.co/CDGkmORA79",-0.7184,0.0,0.714,0.286,100
